3585.13640291676,2677.91063724957,3526.02640230671,3468.38192237839,2983.93271824867
3543.22099762775,2707.68262162068,3558.56177933238,3384.36129683429,2951.65062718789
1329.28330346166,969.330887680034,1157.29743016972,1209.62254595826,1103.79750956443
1356.96956467583,978.029883920467,1171.5858347809,1216.14862103487,1104.97503810526
0.866425992779783,0.884341637010676,0.854054054054054,0.876811594202899,0.855098389982111
2291.48793175735,2227.409372806,2316.4299902356,2292.86976715142,2301.37200872842
312.607777717503,240.292351287333,291.253872242997,300.65289952542,261.598592783895
3525.40751058991,3413.50165303349,3541.03101826286,3525.458820914,3579.29967791869
802.786378833702,641.516613704376,780.65847865831,641.79890186487,800.525607539895
432,465,404,414,419
906,774,866,776,780
