3649.98991462367,3365.83798867665,3355.87733412074,3815.84152350151,3311.01694776995
3659.71761349509,3440.90047642987,3356.83502490461,3754.19295641746,3260.75482146708
1505.74137714857,1518.83175293304,1494.5759025549,1773.90777488052,1524.35973551628
1505.25223019585,1528.46330065368,1487.83159306311,1766.42580926645,1535.18091852514
0.924050632911392,0.920433996383363,0.918330308529946,0.934065934065934,0.924050632911392
2309.24515844532,2360.43774947261,2319.293693409,2337.18595316468,2334.95179730926
270.645058828782,244.937434766721,237.837396069978,260.780701221014,253.352991875752
3472.17558942429,3659.11352114671,3527.36023015254,3725.02636814817,3644.90826642464
810.545812055876,754.164772042732,768.972381720201,741.363650781305,829.389162806989
721,650,825,758,820
1409,947,1189,957,979
