1022.17781603875,742.494081903373,1500.92005666463,433.148197393981,1456.94906307795,1192.1782583779,1774.04470195538,1338.61127926676,454.165295728555,709.381694547184,1148.73189380554,1699.64073329698,802.459237432442,1239.43697377228,294.595806996615,890.781375146187,1953.12947930733,241.687319645607,1406.15793243686,750.672421147188
1122.45948654342,719.147959649948,1508.86877400079,374.960000000006,1525.07525392986,1268.73722778465,1721.78508249632,1358.78485690062,297.24031330755,701.411475222209,1160.07409893043,1681.59910785995,762.78805940428,1233.07907794746,315.7654436144,880.693033460986,1933.24184491411,189.358602268629,1367.73218665953,772.847412897856
146.918749045236,71.9850921646319,438.603607316255,41.5578007440456,227.420003401777,87.4218538856627,300.812483952368,342.469741315287,18.3537610591342,75.1069794818618,301.022954586361,197.682289328154,125.380937686748,133.097321373833,19.8531401947774,136.818546763099,469.732970402441,14.211355470475,224.535411234436,80.1826405120671
136.802785217937,69.916479206428,416.375055394627,34.7199069495961,221.816718436847,82.6453933628477,287.9064712636,335.094114936529,13.2984905160961,70.7540264731492,281.493862375321,190.814580598962,114.442456638926,126.387776962127,13.1650618716835,127.513264874328,457.538425396081,9.58097535945659,214.019078315361,72.5830038785477
0.432432432432432,0.282882882882883,0.686025408348457,0.201438848920863,0.570397111913357,0.289568345323741,0.615942028985507,0.650994575045208,0.102333931777379,0.311151079136691,0.63768115942029,0.467391304347826,0.381981981981982,0.355595667870036,0.0969479353680431,0.397111913357401,0.659380692167577,0.0845323741007194,0.544303797468354,0.300359712230216
2329.9745443263,2358.9254581375,2266.94286393383,2365.71504787369,2344.93104374117,2413.79862144796,2318.81386803261,2357.96022994038,2455.55749740872,2441.02851098116,2347.81768637287,2312.4265600189,2227.41611541163,2302.7196762886,2379.91474604261,2364.20586428644,2297.25885674588,2369.67016790511,2331.57590017282,2266.59117991906
170.08317022083,142.480520421201,266.522889574765,126.846801134068,173.987957101308,156.613013856271,220.278919289014,248.864799863212,113.671688410356,141.376063486939,260.654979988861,186.221178480708,166.430425360256,173.989203162806,118.803242344631,171.937002147301,276.724626227808,115.358934547227,194.001945492103,147.321150012463
3578.64441349818,3630.03300001436,3662.98727506711,3632.02022549242,3660.81336839153,3656.80188405579,3632.81479470175,3690.36982899239,3624.76149775395,3626.44055468121,3717.35272123744,3610.06778412384,3599.5177629701,3572.82108328379,3789.8999834661,3601.75054341367,3594.07390387926,3619.93544520263,3621.61782233666,3666.68338256457
669.754764149631,664.359184385841,796.473036486398,627.391938860992,609.226075430727,667.240376172959,699.811609000485,703.032612399547,626.716844443009,671.398306132165,711.103408065113,655.51063707077,668.570995296483,638.156171394681,637.840264303841,611.552481113771,810.949625537689,630.646453001314,683.420175573199,727.191009865896
326,222,363,166,322,252,376,422,121,257,394,375,291,286,175,290,409,132,374,238
719,406,841,353,644,562,742,772,289,555,763,816,574,656,409,581,816,286,624,526
